chromosome,start,end,CBR110-15-R3a_log2,CBR110-15-R3a_fold_change,Carmaphycin-R9-2_log2,Carmaphycin-R9-2_fold_change,Doxorubicin16-R2b_log2,Doxorubicin16-R2b_fold_change,NODRUG-GM2_log2,NODRUG-GM2_fold_change
VII,990853,995858,0.1984,1.147,0.0880,1.063,-0.0242,0.983,0.0641,1.045
VII,995858,1000862,0.0573,1.041,0.0261,1.018,-0.0120,0.992,-0.0249,0.983
VII,1000862,1005866,-0.1535,0.899,-0.2101,0.864,-0.2496,0.841,-0.0256,0.982
VII,1005866,1010871,-0.0226,0.984,-0.0359,0.975,-0.0665,0.955,-0.0465,0.968
VII,1010871,1015875,-0.0269,0.982,-0.0296,0.980,-0.1992,0.871,-0.0405,0.972
VII,1015875,1020879,0.1131,1.082,0.0173,1.012,-0.0382,0.974,-0.0630,0.957
VII,1020879,1025883,0.2060,1.154,0.0766,1.055,0.0783,1.056,-0.0622,0.958
VII,1025883,1030888,-0.0042,0.997,-0.0961,0.936,-0.1275,0.915,0.0022,1.002
VII,1030888,1035892,0.1729,1.127,0.0492,1.035,0.0544,1.038,-0.0262,0.982
VII,1035892,1040896,0.2112,1.158,0.0510,1.036,0.1352,1.098,-0.0867,0.942
VII,1040896,1045901,0.0012,1.001,-0.1215,0.919,-0.1430,0.906,-0.0274,0.981
VII,1045901,1050905,0.1148,1.083,-0.0780,0.947,-0.0264,0.982,-0.0317,0.978
VII,1050905,1055909,-1.4756,0.360,-1.7289,0.302,-1.5798,0.335,-1.2829,0.411
VII,1055909,1060914,-0.4275,0.744,-0.5970,0.661,-0.6228,0.649,-0.4680,0.723
VII,1060914,1065918,0.0667,1.047,-0.1594,0.895,-0.0641,0.957,-0.0712,0.952
VII,1065918,1070922,0.2348,1.177,0.0637,1.045,0.0547,1.039,0.0543,1.038
VII,1070922,1075927,0.2338,1.176,-0.0040,0.997,-0.0405,0.972,0.0322,1.023
VII,1075927,1080931,0.3861,1.307,0.1031,1.074,-0.0235,0.984,-0.0265,0.982
VII,1080931,1085935,0.4076,1.326,0.2525,1.191,-0.0774,0.948,0.0695,1.049
VII,1085935,1090940,0.5034,1.418,0.6460,1.565,0.3878,1.308,0.4428,1.359
VIII,0,4979,0.4176,1.336,0.4159,1.334,-0.6900,0.620,0.2395,1.181
VIII,4979,9958,0.4173,1.335,0.2844,1.218,0.0489,1.034,-0.0444,0.970
VIII,9958,14937,0.2675,1.204,0.1249,1.090,-0.0940,0.937,-0.0344,0.976
VIII,14937,19916,0.1793,1.132,0.0837,1.060,0.0267,1.019,0.0000,1.000
VIII,19916,24895,0.2410,1.182,0.0234,1.016,-0.0053,0.996,-0.0612,0.958
VIII,24895,29874,-0.3463,0.787,-0.6054,0.657,-0.4859,0.714,-0.5717,0.673
VIII,29874,34853,-1.2626,0.417,-1.4241,0.373,-1.5198,0.349,-1.2899,0.409
VIII,34853,39833,-0.1153,0.923,-0.2219,0.857,-0.1039,0.931,0.0771,1.055
VIII,39833,44812,-0.0637,0.957,-0.1576,0.896,-0.1490,0.902,0.0058,1.004
VIII,44812,49791,0.3815,1.303,0.1690,1.124,0.1609,1.118,-0.0111,0.992
VIII,49791,54770,0.2325,1.175,0.1604,1.118,0.1522,1.111,0.0024,1.002
VIII,54770,59749,0.0649,1.046,-0.0383,0.974,-0.0410,0.972,-0.0530,0.964
VIII,59749,64728,0.0248,1.017,-0.0124,0.991,0.0507,1.036,-0.0742,0.950
VIII,64728,69707,-0.0215,0.985,-0.0451,0.969,-0.0843,0.943,0.0307,1.022
VIII,69707,74687,0.2005,1.149,0.1469,1.107,0.1225,1.089,-0.0612,0.958
VIII,74687,79666,-0.0044,0.997,-0.0040,0.997,-0.0166,0.989,-0.0425,0.971
VIII,79666,84645,-0.0276,0.981,-0.0283,0.981,-0.1043,0.930,-0.0283,0.981
VIII,84645,89624,0.1481,1.108,0.1385,1.101,0.2230,1.167,0.0597,1.042
VIII,89624,94603,0.2117,1.158,0.1704,1.125,0.1298,1.094,0.0434,1.031
VIII,94603,99582,0.0229,1.016,0.1046,1.075,0.0507,1.036,0.0273,1.019
VIII,99582,104561,0.0836,1.060,0.1290,1.094,0.1160,1.084,0.0325,1.023
VIII,104561,109541,-0.1198,0.920,-0.0964,0.935,-0.2066,0.867,0.0257,1.018
VIII,109541,114520,0.0562,1.040,-0.0100,0.993,0.0773,1.055,-0.0229,0.984
VIII,114520,119499,-0.0673,0.954,0.0069,1.005,0.0527,1.037,0.0264,1.018
VIII,119499,124478,-0.2173,0.860,-0.1323,0.912,-0.0277,0.981,-0.0018,0.999
VIII,124478,129457,-0.1245,0.917,-0.0647,0.956,-0.0189,0.987,-0.0204,0.986
VIII,129457,134436,-0.1792,0.883,-0.0280,0.981,-0.2410,0.846,0.0506,1.036
VIII,134436,139415,-0.2529,0.839,-0.1639,0.893,-0.2232,0.857,0.0281,1.020
VIII,139415,144395,-0.0978,0.934,0.0525,1.037,0.1386,1.101,0.0243,1.017
VIII,144395,149374,-0.1564,0.897,-0.0709,0.952,-0.0811,0.945,-0.0370,0.975
VIII,149374,154353,-0.0537,0.963,0.0653,1.046,0.0663,1.047,0.0000,1.000
VIII,154353,159332,-0.4028,0.756,-0.1826,0.881,-0.2018,0.869,0.0143,1.010
VIII,159332,164311,0.0012,1.001,0.1104,1.079,0.1529,1.112,0.0353,1.025
VIII,164311,169290,-0.1193,0.921,-0.0139,0.990,0.0070,1.005,0.1366,1.099
VIII,169290,174269,-0.1251,0.917,0.0130,1.009,0.0523,1.037,0.0353,1.025
VIII,174269,179249,-0.2044,0.868,-0.0040,0.997,-0.0757,0.949,-0.0366,0.975
VIII,179249,184228,-0.1686,0.890,-0.0591,0.960,-0.1215,0.919,-0.0381,0.974
VIII,184228,189207,-0.1374,0.909,-0.0041,0.997,-0.0207,0.986,0.0294,1.021
VIII,189207,194186,-0.2692,0.830,-0.0258,0.982,-0.2180,0.860,-0.0083,0.994
VIII,194186,199165,0.0128,1.009,0.0751,1.053,0.0390,1.027,-0.0440,0.970
VIII,199165,204144,-0.0996,0.933,0.0071,1.005,-0.0226,0.984,-0.0565,0.962
VIII,204144,209123,0.0000,1.000,0.1930,1.143,0.0963,1.069,-0.0254,0.983
VIII,209123,214103,0.8000,1.741,1.0355,2.050,0.7627,1.697,1.5623,2.953
VIII,214103,219082,0.9774,1.969,1.2952,2.454,0.9592,1.944,1.8445,3.591
VIII,219082,224061,-0.1611,0.894,-0.0829,0.944,-0.1029,0.931,0.0557,1.039
VIII,224061,229040,-0.2354,0.849,-0.1301,0.914,-0.1432,0.906,-0.0018,0.999
VIII,229040,234019,-0.1039,0.931,-0.0308,0.979,0.0839,1.060,0.0680,1.048
VIII,234019,238998,-0.2776,0.825,-0.1436,0.905,-0.1427,0.906,-0.1684,0.890
VIII,238998,243977,0.0716,1.051,0.1453,1.106,0.1747,1.129,0.0054,1.004
VIII,243977,248957,-0.0755,0.949,0.0664,1.047,0.1045,1.075,-0.0011,0.999
VIII,248957,253936,-0.2928,0.816,-0.0612,0.958,-0.1612,0.894,0.0000,1.000
VIII,253936,258915,-0.0094,0.993,0.1380,1.100,0.1003,1.072,0.0102,1.007
VIII,258915,263894,-0.1981,0.872,-0.0683,0.954,-0.0996,0.933,-0.0667,0.955
VIII,263894,268873,-0.0145,0.990,0.0710,1.050,0.0902,1.065,0.0555,1.039
VIII,268873,273852,0.0020,1.001,0.0924,1.066,0.1363,1.099,-0.0681,0.954
VIII,273852,278831,-0.0467,0.968,-0.0040,0.997,0.0472,1.033,0.0609,1.043
VIII,278831,283811,-0.4087,0.753,-0.1150,0.923,-0.2533,0.839,-0.0461,0.969
VIII,283811,288790,-0.1253,0.917,-0.0393,0.973,0.0260,1.018,0.0814,1.058
VIII,288790,293769,-0.4866,0.714,-0.3259,0.798,-0.3330,0.794,-0.1230,0.918
VIII,293769,298748,-0.0682,0.954,0.0116,1.008,0.0102,1.007,0.0586,1.041
VIII,298748,303727,-0.2909,0.817,-0.0146,0.990,-0.0076,0.995,0.0000,1.000
VIII,303727,308706,-0.1175,0.922,0.0164,1.011,-0.0175,0.988,0.0967,1.069
VIII,308706,313685,0.0703,1.050,0.1822,1.135,0.2631,1.200,0.0292,1.020
VIII,313685,318665,-0.0513,0.965,0.0843,1.060,-0.0000,1.000,-0.0173,0.988
VIII,318665,323644,-0.3328,0.794,-0.1532,0.899,-0.1992,0.871,-0.0672,0.954
VIII,323644,328623,-0.1023,0.932,0.1024,1.074,0.0414,1.029,-0.0156,0.989
VIII,328623,333602,-0.1037,0.931,0.0230,1.016,-0.0002,1.000,-0.0020,0.999
VIII,333602,338581,0.0603,1.043,0.1472,1.107,0.1466,1.107,0.0030,1.002
VIII,338581,343560,0.0330,1.023,0.1052,1.076,0.0364,1.026,0.0350,1.025
VIII,343560,348539,-0.2407,0.846,-0.0657,0.955,-0.0843,0.943,-0.0151,0.990
VIII,348539,353519,-0.2774,0.825,-0.0911,0.939,-0.1743,0.886,-0.0308,0.979
VIII,353519,358498,-0.1693,0.889,-0.0292,0.980,-0.0583,0.960,0.0888,1.063
VIII,358498,363477,-0.0321,0.978,0.0638,1.045,-0.0591,0.960,-0.0085,0.994
VIII,363477,368456,0.0012,1.001,0.1333,1.097,0.1033,1.074,-0.1245,0.917
VIII,368456,373435,-0.0083,0.994,0.0754,1.054,-0.0576,0.961,0.0265,1.019
VIII,373435,378414,-0.1922,0.875,-0.0675,0.954,-0.1416,0.906,-0.0874,0.941
VIII,378414,383393,-0.2824,0.822,-0.0640,0.957,-0.2003,0.870,-0.0293,0.980
VIII,383393,388373,0.0012,1.001,0.0293,1.021,0.0712,1.051,-0.0633,0.957
VIII,388373,393352,-0.2763,0.826,-0.1378,0.909,-0.1264,0.916,-0.0950,0.936
VIII,393352,398331,-0.0408,0.972,0.0434,1.031,0.1119,1.081,0.0000,1.000
VIII,398331,403310,-0.0154,0.989,-0.0040,0.997,-0.0056,0.996,0.0085,1.006
VIII,403310,408289,-0.1329,0.912,0.0005,1.000,-0.0855,0.942,0.0607,1.043
VIII,408289,413268,-0.1877,0.878,0.0220,1.015,-0.0416,0.972,0.0000,1.000
VIII,413268,418247,-0.0860,0.942,-0.0191,0.987,0.0028,1.002,0.0323,1.023
VIII,418247,423227,-0.0476,0.968,0.0810,1.058,0.0114,1.008,-0.0836,0.944
VIII,423227,428206,-0.2447,0.844,-0.0645,0.956,-0.1708,0.888,-0.0120,0.992
VIII,428206,433185,-0.0731,0.951,-0.0570,0.961,-0.0455,0.969,0.0408,1.029
VIII,433185,438164,-0.1577,0.896,-0.0458,0.969,-0.0701,0.953,-0.0018,0.999
VIII,438164,443143,0.0332,1.023,0.1205,1.087,0.0652,1.046,-0.0390,0.973
VIII,443143,448122,0.1570,1.115,0.1259,1.091,0.1959,1.145,0.0132,1.009
VIII,448122,453101,-0.1065,0.929,-0.0357,0.976,-0.0199,0.986,0.0382,1.027
VIII,453101,458081,0.0399,1.028,0.1104,1.080,0.0169,1.012,0.0474,1.033
VIII,458081,463060,0.0805,1.057,0.0618,1.044,0.1205,1.087,-0.0444,0.970
VIII,463060,468039,0.2326,1.175,0.1084,1.078,0.1015,1.073,-0.0616,0.958
VIII,468039,473018,-0.1827,0.881,-0.1283,0.915,-0.1727,0.887,0.0729,1.052
VIII,473018,477997,-0.2506,0.841,-0.1392,0.908,-0.2527,0.839,0.0112,1.008
VIII,477997,482976,0.1892,1.140,0.1740,1.128,0.1608,1.118,-0.0405,0.972
VIII,482976,487955,0.0691,1.049,0.1077,1.078,0.0478,1.034,-0.0128,0.991
VIII,487955,492935,0.1010,1.073,0.1077,1.077,0.0742,1.053,0.0892,1.064
VIII,492935,497914,-0.0953,0.936,-0.0369,0.975,-0.1086,0.927,0.0255,1.018
VIII,497914,502893,0.2913,1.224,0.1902,1.141,0.1358,1.099,-0.1026,0.931
VIII,502893,507872,0.1570,1.115,0.0842,1.060,0.0941,1.067,-0.1058,0.929
VIII,507872,512851,-0.0604,0.959,-0.1765,0.885,-0.1229,0.918,-0.0192,0.987
VIII,512851,517830,0.2907,1.223,0.0912,1.065,0.2445,1.185,-0.0291,0.980
VIII,517830,522809,0.1101,1.079,0.0010,1.001,0.1030,1.074,-0.0257,0.982
VIII,522809,527789,0.4083,1.327,0.2416,1.182,0.3451,1.270,0.1930,1.143
VIII,527789,532768,0.3442,1.269,0.1214,1.088,0.0892,1.064,0.0467,1.033
VIII,532768,537747,0.4189,1.337,0.1461,1.107,0.2090,1.156,0.0560,1.040
VIII,537747,542726,0.2496,1.189,-0.0797,0.946,-0.0665,0.955,0.0093,1.006
VIII,542726,547705,0.4382,1.355,0.5049,1.419,0.4956,1.410,0.2594,1.197
VIII,547705,552684,0.1136,1.082,0.1708,1.126,0.0826,1.059,0.1907,1.141
VIII,552684,557663,0.6720,1.593,0.4823,1.397,0.1393,1.101,0.1325,1.096
VIII,557663,562643,0.7702,1.705,0.6895,1.613,0.1646,1.121,0.6414,1.560
XI,0,5013,0.6620,1.582,0.3797,1.301,0.0733,1.052,0.1329,1.097
XI,5013,10027,0.4743,1.389,0.2744,1.209,0.0733,1.052,0.1502,1.110
XI,10027,15040,0.4695,1.385,0.2346,1.177,0.1603,1.118,0.0813,1.058
XI,15040,20054,0.1089,1.078,-0.1685,0.890,-0.0844,0.943,0.0261,1.018
XI,20054,25068,0.1417,1.103,0.0098,1.007,-0.0680,0.954,0.0054,1.004
XI,25068,30081,0.2044,1.152,0.0239,1.017,0.1079,1.078,0.0133,1.009
XI,30081,35095,0.3497,1.274,0.1472,1.107,0.1517,1.111,0.0239,1.017
XI,35095,40109,0.2746,1.210,0.0155,1.011,0.2566,1.195,0.0474,1.033
XI,40109,45122,0.0934,1.067,-0.1076,0.928,0.0308,1.022,0.0275,1.019
XI,45122,50136,0.2503,1.189,0.1148,1.083,0.1517,1.111,-0.0708,0.952
XI,50136,55150,-0.0509,0.965,-0.2530,0.839,-0.1233,0.918,-0.0492,0.966
XI,55150,60163,0.2256,1.169,0.0613,1.043,0.1445,1.105,-0.0702,0.952
XI,60163,65177,0.1724,1.127,0.0370,1.026,0.0683,1.048,-0.0674,0.954
XI,65177,70191,-0.3200,0.801,-0.3586,0.780,-0.2935,0.816,-0.1702,0.889
XI,70191,75204,0.1628,1.119,0.1098,1.079,0.0972,1.070,-0.0835,0.944
XI,75204,80218,-0.0532,0.964,-0.0688,0.953,-0.1499,0.901,-0.0012,0.999
XI,80218,85232,0.1336,1.097,0.0699,1.050,0.0107,1.007,-0.0026,0.998
XI,85232,90245,0.0946,1.068,-0.0203,0.986,-0.0339,0.977,0.0487,1.034
XI,90245,95259,-0.1063,0.929,-0.0596,0.960,-0.2066,0.867,-0.0436,0.970
XI,95259,100273,-0.0436,0.970,-0.0461,0.969,-0.0771,0.948,-0.0101,0.993
XI,100273,105286,-0.0220,0.985,-0.0948,0.936,0.0789,1.056,0.0602,1.043
XI,105286,110300,-0.2417,0.846,-0.1854,0.879,-0.1560,0.898,0.0256,1.018
XI,110300,115314,-0.0171,0.988,0.0964,1.069,-0.0069,0.995,0.0721,1.051
XI,115314,120327,0.1193,1.086,0.0763,1.054,0.0752,1.054,-0.0137,0.991
XI,120327,125341,0.0176,1.012,0.1151,1.083,0.0367,1.026,-0.0655,0.956
XI,125341,130355,-0.2358,0.849,-0.1391,0.908,-0.1076,0.928,-0.0137,0.991
XI,130355,135368,0.0138,1.010,0.1215,1.088,0.0687,1.049,-0.0235,0.984
XI,135368,140382,0.0663,1.047,0.1126,1.081,0.1388,1.101,-0.0259,0.982
XI,140382,145395,-0.1661,0.891,-0.0756,0.949,-0.1651,0.892,0.0260,1.018
XI,145395,150409,-0.0203,0.986,0.1043,1.075,0.0687,1.049,-0.0332,0.977
XI,150409,155423,-0.2503,0.841,-0.0077,0.995,-0.1629,0.893,-0.0126,0.991
XI,155423,160436,-0.1212,0.919,-0.0822,0.945,-0.0405,0.972,0.0109,1.008
XI,160436,165450,-0.2068,0.866,-0.0064,0.996,-0.0167,0.988,-0.0398,0.973
XI,165450,170464,0.0666,1.047,0.0515,1.036,0.0696,1.049,-0.0821,0.945
XI,170464,175477,0.0945,1.068,0.1503,1.110,0.1219,1.088,0.0797,1.057
XI,175477,180491,-0.1271,0.916,-0.0699,0.953,-0.0561,0.962,-0.0358,0.976
XI,180491,185505,-0.1148,0.924,0.0244,1.017,-0.0070,0.995,-0.0365,0.975
XI,185505,190518,0.0519,1.037,0.1020,1.073,0.1237,1.090,0.0119,1.008
XI,190518,195532,-0.1495,0.902,0.0270,1.019,-0.1133,0.924,-0.1193,0.921
XI,195532,200546,-0.3255,0.798,-0.1303,0.914,-0.2444,0.844,0.0597,1.042
XI,200546,205559,-0.0573,0.961,0.0248,1.017,-0.1034,0.931,-0.0111,0.992
XI,205559,210573,-0.0213,0.985,0.0273,1.019,-0.0116,0.992,0.0059,1.004
XI,210573,215587,-0.1209,0.920,0.0238,1.017,-0.0020,0.999,-0.0295,0.980
XI,215587,220600,-0.1248,0.917,-0.0322,0.978,-0.1004,0.933,0.0061,1.004
XI,220600,225614,-0.1294,0.914,-0.0508,0.965,-0.0523,0.964,0.0680,1.048
XI,225614,230628,-0.0763,0.948,-0.0002,1.000,0.0217,1.015,0.0689,1.049
XI,230628,235641,-0.6309,0.646,-0.3839,0.766,-0.4012,0.757,0.0317,1.022
XI,235641,240655,-0.0571,0.961,-0.0521,0.965,-0.1003,0.933,0.0238,1.017
XI,240655,245669,-0.2557,0.838,-0.1639,0.893,-0.1247,0.917,0.0620,1.044
XI,245669,250682,-0.2948,0.815,-0.1246,0.917,-0.1198,0.920,-0.0640,0.957
XI,250682,255696,-0.0038,0.997,0.0410,1.029,0.0903,1.065,-0.0010,0.999
XI,255696,260710,-0.1165,0.922,-0.0697,0.953,-0.0020,0.999,-0.1062,0.929
XI,260710,265723,-0.0558,0.962,0.0355,1.025,0.0992,1.071,-0.0611,0.959
XI,265723,270737,-0.2314,0.852,-0.1105,0.926,-0.1598,0.895,0.0000,1.000
XI,270737,275750,-0.0632,0.957,0.0125,1.009,0.0373,1.026,0.0538,1.038
XI,275750,280764,-0.2799,0.824,-0.1756,0.885,-0.2453,0.844,-0.0629,0.957
XI,280764,285778,-0.2884,0.819,-0.2168,0.860,-0.1891,0.877,0.0023,1.002
XI,285778,290791,-0.0264,0.982,0.0025,1.002,0.0803,1.057,-0.0031,0.998
XI,290791,295805,-0.1237,0.918,-0.0733,0.950,-0.0583,0.960,0.0572,1.040
XI,295805,300819,0.0022,1.002,-0.0292,0.980,0.0155,1.011,-0.0195,0.987
XI,300819,305832,0.1938,1.144,0.2558,1.194,0.2975,1.229,0.0250,1.018
XI,305832,310846,-0.2695,0.830,-0.1368,0.910,-0.2056,0.867,-0.0137,0.991
XI,310846,315860,-0.0158,0.989,-0.0537,0.963,-0.0664,0.955,-0.0235,0.984
XI,315860,320873,0.0012,1.001,0.0491,1.035,0.1181,1.085,0.0073,1.005
XI,320873,325887,-0.4464,0.734,-0.2909,0.817,-0.2481,0.842,-0.0040,0.997
XI,325887,330901,-0.1264,0.916,-0.1063,0.929,0.0365,1.026,0.0402,1.028
XI,330901,335914,0.0054,1.004,0.0734,1.052,0.1926,1.143,-0.0580,0.961
XI,335914,340928,-0.0593,0.960,-0.0925,0.938,-0.0983,0.934,-0.0733,0.950
XI,340928,345942,-0.0106,0.993,-0.0040,0.997,0.0713,1.051,0.0650,1.046
XI,345942,350955,-0.1591,0.896,-0.1370,0.909,-0.0450,0.969,0.0443,1.031
XI,350955,355969,0.0060,1.004,0.0653,1.046,0.0110,1.008,-0.0165,0.989
XI,355969,360983,-0.0549,0.963,-0.0245,0.983,0.0010,1.001,0.0071,1.005
XI,360983,365996,0.0967,1.069,0.0820,1.059,0.0562,1.040,0.0311,1.022
XI,365996,371010,-0.0872,0.941,-0.0813,0.945,-0.0020,0.999,0.0495,1.035
XI,371010,376024,-0.0555,0.962,0.0156,1.011,-0.0071,0.995,0.0105,1.007
XI,376024,381037,0.0119,1.008,0.1246,1.090,0.0675,1.048,0.0390,1.027
XI,381037,386051,-0.0155,0.989,0.0184,1.013,0.1060,1.076,-0.0573,0.961
XI,386051,391065,0.0754,1.054,0.0645,1.046,0.0343,1.024,-0.0172,0.988
XI,391065,396078,-0.1115,0.926,0.0143,1.010,-0.0382,0.974,-0.0040,0.997
XI,396078,401092,0.1340,1.097,0.1396,1.102,0.1714,1.126,0.0014,1.001
XI,401092,406105,0.0580,1.041,0.1396,1.102,0.0645,1.046,-0.0451,0.969
XI,406105,411119,0.0220,1.015,0.0868,1.062,0.1244,1.090,0.0176,1.012
XI,411119,416133,-0.1353,0.910,0.0286,1.020,0.0305,1.021,0.0000,1.000
XI,416133,421146,-0.0221,0.985,0.0744,1.053,0.1074,1.077,0.0746,1.053
XI,421146,426160,-0.1863,0.879,-0.0200,0.986,0.0282,1.020,0.0216,1.015
XI,426160,431174,0.0703,1.050,0.0988,1.071,0.2137,1.160,0.0283,1.020
XI,431174,436187,-0.2942,0.816,-0.1850,0.880,-0.1841,0.880,0.0301,1.021
XI,436187,441201,-0.0586,0.960,0.0485,1.034,0.1121,1.081,-0.0063,0.996
XI,441201,446215,-0.0582,0.960,0.0130,1.009,0.1386,1.101,0.0000,1.000
XI,446215,451228,-0.0482,0.967,0.0266,1.019,0.0751,1.053,0.0142,1.010
XI,451228,456242,-0.1359,0.910,-0.1291,0.914,-0.0791,0.947,0.0156,1.011
XI,456242,461256,-0.2516,0.840,-0.0879,0.941,-0.0935,0.937,0.0266,1.019
XI,461256,466269,-0.0008,0.999,0.0036,1.003,0.0359,1.025,-0.0125,0.991
XI,466269,471283,-0.2381,0.848,-0.0752,0.949,-0.1245,0.917,0.0205,1.014
XI,471283,476297,-0.0425,0.971,0.0670,1.048,0.0436,1.031,-0.0494,0.966
XI,476297,481310,0.0921,1.066,0.1266,1.092,0.2338,1.176,0.0914,1.065
XI,481310,486324,-0.1047,0.930,0.0212,1.015,0.0864,1.062,0.0623,1.044
XI,486324,491338,0.0048,1.003,0.0429,1.030,-0.0206,0.986,-0.0095,0.993
XI,491338,496351,0.1181,1.085,0.1693,1.125,0.1490,1.109,0.1093,1.079
XI,496351,501365,0.0563,1.040,0.1079,1.078,0.1198,1.087,-0.0458,0.969
XI,501365,506379,-0.1946,0.874,-0.0069,0.995,0.0215,1.015,0.0810,1.058
XI,506379,511392,-0.0542,0.963,0.0225,1.016,0.0288,1.020,0.0793,1.056
XI,511392,516406,0.0095,1.007,0.0543,1.038,0.0541,1.038,-0.0840,0.943
XI,516406,521420,-0.3798,0.769,-0.2767,0.825,-0.3318,0.795,-0.0386,0.974
XI,521420,526433,-0.2582,0.836,-0.0741,0.950,-0.1334,0.912,-0.0874,0.941
XI,526433,531447,-0.0965,0.935,-0.0431,0.971,-0.0259,0.982,0.0132,1.009
XI,531447,536460,0.1452,1.106,0.1989,1.148,0.1256,1.091,-0.0507,0.965
XI,536460,541474,-0.1354,0.910,0.0263,1.018,0.0169,1.012,0.0774,1.055
XI,541474,546488,-0.1952,0.873,-0.1692,0.889,-0.1072,0.928,-0.0335,0.977
XI,546488,551501,-0.1556,0.898,-0.0878,0.941,-0.0647,0.956,0.0000,1.000
XI,551501,556515,-0.0980,0.934,0.0445,1.031,-0.0321,0.978,-0.0274,0.981
XI,556515,561529,-0.1522,0.900,-0.0962,0.936,-0.1479,0.903,-0.0416,0.972
XI,561529,566542,0.0465,1.033,0.0366,1.026,0.0361,1.025,-0.0102,0.993
XI,566542,571556,0.0209,1.015,0.0004,1.000,-0.1153,0.923,-0.0244,0.983
XI,571556,576570,0.0995,1.071,0.0941,1.067,0.0573,1.041,0.0296,1.021
XI,576570,581583,-0.0748,0.949,-0.0594,0.960,-0.2121,0.863,-0.0920,0.938
XI,581583,586597,0.0788,1.056,0.0743,1.053,-0.0168,0.988,-0.0326,0.978
XI,586597,591611,0.2802,1.214,0.2263,1.170,0.1693,1.124,0.0489,1.035
XI,591611,596624,0.1077,1.077,0.0594,1.042,-0.0020,0.999,-0.0842,0.943
XI,596624,601638,0.1493,1.109,0.0735,1.052,0.1102,1.079,-0.0524,0.964
XI,601638,606652,0.2171,1.162,0.1612,1.118,0.1132,1.082,-0.0073,0.995
XI,606652,611665,-0.0765,0.948,-0.1168,0.922,-0.1072,0.928,-0.0554,0.962
XI,611665,616679,-0.3697,0.774,-0.4593,0.727,-0.3465,0.786,0.0789,1.056
XI,616679,621693,-0.0321,0.978,-0.0585,0.960,0.0337,1.024,0.0750,1.053
XI,621693,626706,-0.0281,0.981,-0.1442,0.905,-0.0709,0.952,0.0983,1.071
XI,626706,631720,0.1270,1.092,-0.0297,0.980,-0.0332,0.977,0.0311,1.022
XI,631720,636734,0.2285,1.172,-0.0160,0.989,0.1050,1.076,-0.0106,0.993
XI,636734,641747,0.2503,1.189,0.0059,1.004,0.0120,1.008,0.0524,1.037
XI,641747,646761,0.0375,1.026,-0.0353,0.976,-0.2161,0.861,0.0218,1.015
XI,646761,651775,0.6994,1.624,0.4475,1.364,0.4299,1.347,-0.0926,0.938
XI,651775,656788,-2.7803,0.146,-2.3218,0.200,-2.7932,0.144,-1.8970,0.269
XI,656788,661802,0.3681,1.291,0.1547,1.113,-0.0089,0.994,0.0480,1.034
XI,661802,666816,0.8146,1.759,0.6197,1.537,0.1955,1.145,0.0907,1.065
XII,0,4991,0.5218,1.436,0.6688,1.590,0.1816,1.134,0.4648,1.380
XII,4991,9983,0.5636,1.478,0.6511,1.570,0.2676,1.204,0.4566,1.372
XII,9983,14974,0.7168,1.644,0.4860,1.401,0.0932,1.067,0.2305,1.173
XII,14974,19966,0.0701,1.050,0.0389,1.027,-0.1001,0.933,0.0264,1.018
XII,19966,24957,0.2057,1.153,-0.0040,0.997,-0.0456,0.969,-0.1181,0.921
XII,24957,29949,0.1272,1.092,-0.1239,0.918,-0.0691,0.953,0.1379,1.100
XII,29949,34940,0.1144,1.083,-0.0357,0.976,0.0153,1.011,0.0955,1.068
XII,34940,39932,0.0566,1.040,-0.0921,0.938,-0.0458,0.969,-0.0213,0.985
XII,39932,44924,-1.8523,0.277,-1.8933,0.269,-1.9800,0.253,-1.6641,0.316
XII,44924,49915,-0.6518,0.637,-0.8122,0.570,-0.7720,0.586,-0.4470,0.734
XII,49915,54907,0.4436,1.360,0.1440,1.105,0.2378,1.179,0.0228,1.016
XII,54907,59898,0.1679,1.123,0.0820,1.059,0.0903,1.065,0.0636,1.045
XII,59898,64890,0.1332,1.097,0.0428,1.030,0.0575,1.041,-0.0496,0.966
XII,64890,69881,0.2416,1.182,0.1356,1.099,0.1424,1.104,-0.0420,0.971
XII,69881,74873,0.0861,1.061,-0.0068,0.995,0.0176,1.012,-0.1294,0.914
XII,74873,79864,0.2204,1.165,0.1002,1.072,0.1662,1.122,-0.0973,0.935
XII,79864,84856,-0.2483,0.842,-0.1835,0.881,-0.2565,0.837,0.0012,1.001
XII,84856,89848,-0.0045,0.997,-0.0359,0.975,-0.0709,0.952,0.0203,1.014
XII,89848,94839,0.1663,1.122,0.0497,1.035,0.0460,1.032,-0.0007,0.999
XII,94839,99831,-0.0745,0.950,-0.1022,0.932,0.0060,1.004,0.0700,1.050
XII,99831,104822,-0.1834,0.881,-0.1285,0.915,-0.1847,0.880,0.0184,1.013
XII,104822,109814,-0.1547,0.898,-0.1554,0.898,-0.0361,0.975,-0.0205,0.986
XII,109814,114805,-0.2899,0.818,-0.1092,0.927,-0.1756,0.885,0.0761,1.054
XII,114805,119797,-2.0926,0.234,-1.8502,0.277,-2.1022,0.233,-1.6088,0.328
XII,119797,124789,-0.6884,0.621,-0.6595,0.633,-0.5825,0.668,-0.4919,0.711
