chromosome,start,end,CBR110-15-R3a_log2,CBR110-15-R3a_fold_change,Carmaphycin-R9-2_log2,Carmaphycin-R9-2_fold_change,Doxorubicin16-R2b_log2,Doxorubicin16-R2b_fold_change,NODRUG-GM2_log2,NODRUG-GM2_fold_change
VII,990853,995858,0.1993,1.148,0.0941,1.067,-0.0215,0.985,0.0669,1.047
VII,995858,1000862,0.0582,1.041,0.0274,1.019,-0.0071,0.995,-0.0369,0.975
VII,1000862,1005866,-0.1550,0.898,-0.2099,0.865,-0.2398,0.847,-0.0146,0.990
VII,1005866,1010871,-0.0205,0.986,-0.0329,0.977,-0.0699,0.953,-0.0439,0.970
VII,1010871,1015875,-0.0300,0.979,-0.0273,0.981,-0.1950,0.874,-0.0603,0.959
VII,1015875,1020879,0.1159,1.084,0.0134,1.009,-0.0391,0.973,-0.0539,0.963
VII,1020879,1025883,0.2039,1.152,0.0736,1.052,0.0793,1.056,-0.0699,0.953
VII,1025883,1030888,-0.0007,1.000,-0.0975,0.935,-0.1297,0.914,0.0088,1.006
VII,1030888,1035892,0.1734,1.128,0.0452,1.032,0.0561,1.040,-0.0225,0.984
VII,1035892,1040896,0.2163,1.162,0.0448,1.032,0.1405,1.102,-0.0941,0.937
VII,1040896,1045901,0.0042,1.003,-0.1248,0.917,-0.1456,0.904,-0.0212,0.985
VII,1045901,1050905,0.1149,1.083,-0.0799,0.946,-0.0223,0.985,-0.0252,0.983
VII,1050905,1055909,-1.4769,0.359,-1.7309,0.301,-1.5802,0.334,-1.3039,0.405
VII,1055909,1060914,-0.4249,0.745,-0.5950,0.662,-0.6235,0.649,-0.4610,0.726
VII,1060914,1065918,0.0640,1.045,-0.1541,0.899,-0.0632,0.957,-0.0674,0.954
VII,1065918,1070922,0.2363,1.178,0.0629,1.045,0.0562,1.040,0.0666,1.047
VII,1070922,1075927,0.2301,1.173,-0.0005,1.000,-0.0388,0.973,0.0292,1.020
VII,1075927,1080931,0.3786,1.300,0.1070,1.077,-0.0309,0.979,-0.0200,0.986
VII,1080931,1085935,0.4298,1.347,0.2921,1.224,-0.0605,0.959,0.0970,1.070
VII,1085935,1090940,0.4836,1.398,0.6359,1.554,0.3778,1.299,0.4131,1.331
VIII,0,4979,0.3918,1.312,0.4250,1.343,-0.7052,0.613,0.2510,1.190
VIII,4979,9958,0.4132,1.332,0.2869,1.220,0.0458,1.032,-0.0414,0.972
VIII,9958,14937,0.2644,1.201,0.1273,1.092,-0.1008,0.932,-0.0459,0.969
VIII,14937,19916,0.1790,1.132,0.0837,1.060,0.0253,1.018,0.0000,1.000
VIII,19916,24895,0.2396,1.181,0.0216,1.015,-0.0023,0.998,-0.0616,0.958
VIII,24895,29874,-0.3461,0.787,-0.6026,0.659,-0.4877,0.713,-0.5783,0.670
VIII,29874,34853,-1.2691,0.415,-1.4244,0.373,-1.5178,0.349,-1.3109,0.403
VIII,34853,39833,-0.1194,0.921,-0.2224,0.857,-0.1008,0.933,0.0714,1.051
VIII,39833,44812,-0.0710,0.952,-0.1610,0.894,-0.1398,0.908,0.0072,1.005
VIII,44812,49791,0.3812,1.302,0.1745,1.129,0.1609,1.118,-0.0274,0.981
VIII,49791,54770,0.2376,1.179,0.1593,1.117,0.1554,1.114,-0.0054,0.996
VIII,54770,59749,0.0681,1.048,-0.0398,0.973,-0.0380,0.974,-0.0547,0.963
VIII,59749,64728,0.0263,1.018,-0.0110,0.992,0.0502,1.035,-0.0764,0.948
VIII,64728,69707,-0.0247,0.983,-0.0451,0.969,-0.0841,0.943,0.0198,1.014
VIII,69707,74687,0.2070,1.154,0.1500,1.110,0.1259,1.091,-0.0672,0.954
VIII,74687,79666,-0.0078,0.995,-0.0029,0.998,-0.0129,0.991,-0.0418,0.971
VIII,79666,84645,-0.0268,0.982,-0.0252,0.983,-0.1038,0.931,-0.0449,0.969
VIII,84645,89624,0.1243,1.090,0.1275,1.092,0.2298,1.173,0.0698,1.050
VIII,89624,94603,0.2434,1.184,0.1793,1.132,0.1176,1.085,0.0325,1.023
VIII,94603,99582,0.0251,1.018,0.1039,1.075,0.0578,1.041,0.0384,1.027
VIII,99582,104561,0.0893,1.064,0.1293,1.094,0.1157,1.083,0.0332,1.023
VIII,104561,109541,-0.1254,0.917,-0.0937,0.937,-0.2097,0.865,0.0287,1.020
VIII,109541,114520,0.0548,1.039,-0.0121,0.992,0.0798,1.057,-0.0261,0.982
VIII,114520,119499,-0.0607,0.959,0.0100,1.007,0.0578,1.041,0.0316,1.022
VIII,119499,124478,-0.2166,0.861,-0.1327,0.912,-0.0276,0.981,-0.0117,0.992
VIII,124478,129457,-0.1189,0.921,-0.0673,0.954,-0.0147,0.990,-0.0222,0.985
VIII,129457,134436,-0.1807,0.882,-0.0267,0.982,-0.2381,0.848,0.0535,1.038
VIII,134436,139415,-0.2491,0.841,-0.1661,0.891,-0.2147,0.862,0.0131,1.009
VIII,139415,144395,-0.0967,0.935,0.0445,1.031,0.1377,1.100,0.0270,1.019
VIII,144395,149374,-0.1518,0.900,-0.0612,0.958,-0.0880,0.941,-0.0307,0.979
VIII,149374,154353,-0.0566,0.962,0.0669,1.047,0.0693,1.049,0.0000,1.000
VIII,154353,159332,-0.3996,0.758,-0.1804,0.882,-0.1974,0.872,0.0157,1.011
VIII,159332,164311,0.0015,1.001,0.1178,1.085,0.1531,1.112,0.0326,1.023
VIII,164311,169290,-0.1149,0.923,-0.0098,0.993,0.0072,1.005,0.1408,1.103
VIII,169290,174269,-0.1254,0.917,0.0106,1.007,0.0535,1.038,0.0346,1.024
VIII,174269,179249,-0.2042,0.868,-0.0035,0.998,-0.0748,0.950,-0.0421,0.971
VIII,179249,184228,-0.1651,0.892,-0.0588,0.960,-0.1176,0.922,-0.0323,0.978
VIII,184228,189207,-0.1411,0.907,-0.0094,0.993,-0.0199,0.986,0.0046,1.003
VIII,189207,194186,-0.2709,0.829,-0.0358,0.976,-0.2181,0.860,-0.0174,0.988
VIII,194186,199165,0.0112,1.008,0.0752,1.053,0.0348,1.024,-0.0490,0.967
VIII,199165,204144,-0.0981,0.934,0.0128,1.009,-0.0212,0.985,-0.0576,0.961
VIII,204144,209123,0.0028,1.002,0.1938,1.144,0.1073,1.077,-0.0325,0.978
VIII,209123,214103,0.7913,1.731,1.0263,2.037,0.7430,1.674,1.5602,2.949
VIII,214103,219082,0.9854,1.980,1.3011,2.464,0.9751,1.966,1.8281,3.551
VIII,219082,224061,-0.1597,0.895,-0.0823,0.945,-0.1021,0.932,0.0583,1.041
VIII,224061,229040,-0.2320,0.851,-0.1251,0.917,-0.1474,0.903,0.0049,1.003
VIII,229040,234019,-0.1065,0.929,-0.0273,0.981,0.0825,1.059,0.0623,1.044
VIII,234019,238998,-0.2852,0.821,-0.1378,0.909,-0.1413,0.907,-0.1934,0.875
VIII,238998,243977,0.0725,1.052,0.1457,1.106,0.1758,1.130,0.0053,1.004
VIII,243977,248957,-0.0754,0.949,0.0640,1.045,0.1052,1.076,-0.0019,0.999
VIII,248957,253936,-0.2920,0.817,-0.0652,0.956,-0.1575,0.897,-0.0010,0.999
VIII,253936,258915,-0.0109,0.992,0.1402,1.102,0.0985,1.071,0.0152,1.011
VIII,258915,263894,-0.1995,0.871,-0.0622,0.958,-0.0979,0.934,-0.0591,0.960
VIII,263894,268873,-0.0109,0.992,0.0704,1.050,0.0943,1.068,0.0603,1.043
VIII,268873,273852,0.0015,1.001,0.0926,1.066,0.1392,1.101,-0.0692,0.953
VIII,273852,278831,-0.0485,0.967,-0.0035,0.998,0.0426,1.030,0.0560,1.040
VIII,278831,283811,-0.4082,0.754,-0.1125,0.925,-0.2558,0.838,-0.0532,0.964
VIII,283811,288790,-0.1305,0.914,-0.0362,0.975,0.0294,1.021,0.0829,1.059
VIII,288790,293769,-0.4937,0.710,-0.3297,0.796,-0.3329,0.794,-0.1348,0.911
VIII,293769,298748,-0.0635,0.957,0.0149,1.010,0.0045,1.003,0.0433,1.030
VIII,298748,303727,-0.2918,0.817,-0.0104,0.993,-0.0007,1.000,-0.0023,0.998
VIII,303727,308706,-0.1154,0.923,0.0186,1.013,-0.0188,0.987,0.0977,1.070
VIII,308706,313685,0.0663,1.047,0.1775,1.131,0.2668,1.203,0.0343,1.024
VIII,313685,318665,-0.0442,0.970,0.0846,1.060,0.0008,1.001,-0.0248,0.983
VIII,318665,323644,-0.3315,0.795,-0.1520,0.900,-0.1978,0.872,-0.0671,0.955
VIII,323644,328623,-0.1033,0.931,0.1033,1.074,0.0402,1.028,-0.0160,0.989
VIII,328623,333602,-0.1165,0.922,0.0250,1.017,0.0021,1.001,0.0003,1.000
VIII,333602,338581,0.0589,1.042,0.1441,1.105,0.1519,1.111,0.0117,1.008
VIII,338581,343560,0.0322,1.023,0.1081,1.078,0.0351,1.025,0.0444,1.031
VIII,343560,348539,-0.2327,0.851,-0.0699,0.953,-0.0845,0.943,-0.0149,0.990
VIII,348539,353519,-0.2770,0.825,-0.0853,0.943,-0.1721,0.888,-0.0318,0.978
VIII,353519,358498,-0.1733,0.887,-0.0257,0.982,-0.0544,0.963,0.0958,1.069
VIII,358498,363477,-0.0364,0.975,0.0672,1.048,-0.0586,0.960,-0.0309,0.979
VIII,363477,368456,0.0015,1.001,0.1322,1.096,0.1033,1.074,-0.1137,0.924
VIII,368456,373435,-0.0066,0.995,0.0786,1.056,-0.0565,0.962,0.0244,1.017
VIII,373435,378414,-0.1929,0.875,-0.0628,0.957,-0.1422,0.906,-0.0868,0.942
VIII,378414,383393,-0.2818,0.823,-0.0692,0.953,-0.1993,0.871,-0.0301,0.979
VIII,383393,388373,0.0001,1.000,0.0323,1.023,0.0728,1.052,-0.0790,0.947
VIII,388373,393352,-0.2787,0.824,-0.1289,0.915,-0.1242,0.917,-0.0825,0.944
VIII,393352,398331,-0.0341,0.977,0.0465,1.033,0.1138,1.082,0.0049,1.003
VIII,398331,403310,-0.0116,0.992,-0.0035,0.998,-0.0010,0.999,0.0076,1.005
VIII,403310,408289,-0.1351,0.911,-0.0017,0.999,-0.0884,0.941,0.0759,1.054
VIII,408289,413268,-0.1899,0.877,0.0206,1.014,-0.0367,0.975,-0.0145,0.990
VIII,413268,418247,-0.0851,0.943,-0.0191,0.987,0.0040,1.003,0.0380,1.027
VIII,418247,423227,-0.0486,0.967,0.0815,1.058,0.0085,1.006,-0.0825,0.944
VIII,423227,428206,-0.2464,0.843,-0.0620,0.958,-0.1725,0.887,-0.0157,0.989
VIII,428206,433185,-0.0747,0.950,-0.0566,0.962,-0.0407,0.972,0.0470,1.033
VIII,433185,438164,-0.1592,0.896,-0.0525,0.964,-0.0715,0.952,-0.0049,0.997
VIII,438164,443143,0.0365,1.026,0.1226,1.089,0.0663,1.047,-0.0325,0.978
VIII,443143,448122,0.1561,1.114,0.1278,1.093,0.1998,1.149,0.0082,1.006
VIII,448122,453101,-0.1050,0.930,-0.0311,0.979,-0.0182,0.987,0.0425,1.030
VIII,453101,458081,0.0415,1.029,0.1152,1.083,0.0225,1.016,0.0540,1.038
VIII,458081,463060,0.0769,1.055,0.0645,1.046,0.1210,1.087,-0.0368,0.975
VIII,463060,468039,0.2360,1.178,0.1134,1.082,0.1060,1.076,-0.0664,0.955
VIII,468039,473018,-0.1837,0.880,-0.1289,0.915,-0.1716,0.888,0.0718,1.051
VIII,473018,477997,-0.2528,0.839,-0.1448,0.905,-0.2510,0.840,0.0197,1.014
VIII,477997,482976,0.1909,1.141,0.1762,1.130,0.1589,1.116,-0.0364,0.975
VIII,482976,487955,0.0673,1.048,0.1127,1.081,0.0480,1.034,0.0000,1.000
VIII,487955,492935,0.1052,1.076,0.1120,1.081,0.0742,1.053,0.0843,1.060
VIII,492935,497914,-0.0950,0.936,-0.0340,0.977,-0.1110,0.926,0.0285,1.020
VIII,497914,502893,0.2899,1.223,0.1888,1.140,0.1374,1.100,-0.1059,0.929
VIII,502893,507872,0.1593,1.117,0.0875,1.063,0.0953,1.068,-0.1026,0.931
VIII,507872,512851,-0.0631,0.957,-0.1732,0.887,-0.1223,0.919,-0.0217,0.985
VIII,512851,517830,0.2879,1.221,0.0934,1.067,0.2452,1.185,-0.0269,0.981
VIII,517830,522809,0.1062,1.076,0.0010,1.001,0.1059,1.076,-0.0204,0.986
VIII,522809,527789,0.3785,1.300,0.2177,1.163,0.3190,1.247,0.1826,1.135
VIII,527789,532768,0.3435,1.269,0.1437,1.105,0.0811,1.058,0.0587,1.042
VIII,532768,537747,0.4484,1.365,0.1477,1.108,0.1527,1.112,0.0500,1.035
VIII,537747,542726,0.2332,1.175,-0.0848,0.943,-0.0815,0.945,-0.0289,0.980
VIII,542726,547705,0.4398,1.356,0.5266,1.441,0.4951,1.409,0.2980,1.229
VIII,547705,552684,0.1225,1.089,0.2011,1.150,0.0650,1.046,0.1432,1.104
VIII,552684,557663,0.6608,1.581,0.4583,1.374,0.1542,1.113,0.1263,1.091
VIII,557663,562643,0.7267,1.655,0.6362,1.554,0.1879,1.139,0.5743,1.489
XI,0,5013,0.6546,1.574,0.3685,1.291,0.0670,1.048,0.1198,1.087
XI,5013,10027,0.4822,1.397,0.2709,1.207,0.0738,1.053,0.1500,1.110
XI,10027,15040,0.4676,1.383,0.2367,1.178,0.1637,1.120,0.0835,1.060
XI,15040,20054,0.0981,1.070,-0.1726,0.887,-0.0845,0.943,0.0295,1.021
XI,20054,25068,0.1430,1.104,0.0088,1.006,-0.0647,0.956,0.0045,1.003
XI,25068,30081,0.2010,1.149,0.0233,1.016,0.1110,1.080,0.0129,1.009
XI,30081,35095,0.3559,1.280,0.1505,1.110,0.1521,1.111,0.0289,1.020
XI,35095,40109,0.2745,1.210,0.0270,1.019,0.2599,1.197,0.0482,1.034
XI,40109,45122,0.0949,1.068,-0.1086,0.927,0.0340,1.024,0.0363,1.026
XI,45122,50136,0.2465,1.186,0.1186,1.086,0.1523,1.111,-0.0671,0.955
XI,50136,55150,-0.0533,0.964,-0.2511,0.840,-0.1246,0.917,-0.0520,0.965
XI,55150,60163,0.2179,1.163,0.0621,1.044,0.1459,1.106,-0.0734,0.950
XI,60163,65177,0.1669,1.123,0.0379,1.027,0.0651,1.046,-0.0639,0.957
XI,65177,70191,-0.3236,0.799,-0.3565,0.781,-0.2877,0.819,-0.1718,0.888
XI,70191,75204,0.1629,1.120,0.1079,1.078,0.0983,1.071,-0.0729,0.951
XI,75204,80218,-0.0563,0.962,-0.0679,0.954,-0.1429,0.906,-0.0057,0.996
XI,80218,85232,0.1370,1.100,0.0719,1.051,0.0022,1.002,0.0028,1.002
XI,85232,90245,0.0976,1.070,-0.0207,0.986,-0.0319,0.978,0.0501,1.035
XI,90245,95259,-0.1079,0.928,-0.0554,0.962,-0.2036,0.868,-0.0475,0.968
XI,95259,100273,-0.0373,0.974,-0.0469,0.968,-0.0769,0.948,-0.0250,0.983
XI,100273,105286,-0.0252,0.983,-0.0981,0.934,0.0770,1.055,0.0556,1.039
XI,105286,110300,-0.2438,0.844,-0.1921,0.875,-0.1506,0.901,0.0290,1.020
XI,110300,115314,-0.0150,0.990,0.0977,1.070,-0.0091,0.994,0.0792,1.056
XI,115314,120327,0.1173,1.085,0.0786,1.056,0.0762,1.054,-0.0228,0.984
XI,120327,125341,0.0129,1.009,0.1162,1.084,0.0399,1.028,-0.0611,0.959
XI,125341,130355,-0.2344,0.850,-0.1433,0.905,-0.1054,0.930,-0.0018,0.999
XI,130355,135368,0.0150,1.010,0.1238,1.090,0.0718,1.051,-0.0255,0.982
XI,135368,140382,0.0633,1.045,0.1160,1.084,0.1407,1.102,-0.0248,0.983
XI,140382,145395,-0.1680,0.890,-0.0780,0.947,-0.1666,0.891,0.0247,1.017
XI,145395,150409,-0.0163,0.989,0.1036,1.074,0.0683,1.048,-0.0328,0.978
XI,150409,155423,-0.2515,0.840,-0.0064,0.996,-0.1585,0.896,-0.0160,0.989
XI,155423,160436,-0.1183,0.921,-0.0801,0.946,-0.0423,0.971,0.0168,1.012
XI,160436,165450,-0.2092,0.865,-0.0031,0.998,-0.0147,0.990,-0.0429,0.971
XI,165450,170464,0.0699,1.050,0.0601,1.043,0.0698,1.050,-0.0891,0.940
XI,170464,175477,0.0911,1.065,0.1517,1.111,0.1244,1.090,0.0905,1.065
XI,175477,180491,-0.1273,0.916,-0.0678,0.954,-0.0533,0.964,-0.0372,0.975
XI,180491,185505,-0.1125,0.925,0.0253,1.018,-0.0076,0.995,-0.0449,0.969
XI,185505,190518,0.0549,1.039,0.1001,1.072,0.1273,1.092,0.0168,1.012
XI,190518,195532,-0.1509,0.901,0.0283,1.020,-0.1139,0.924,-0.1228,0.918
XI,195532,200546,-0.3224,0.800,-0.1250,0.917,-0.2409,0.846,0.0608,1.043
XI,200546,205559,-0.0535,0.964,0.0196,1.014,-0.1071,0.928,-0.0036,0.998
XI,205559,210573,-0.0186,0.987,0.0324,1.023,-0.0052,0.996,0.0036,1.002
XI,210573,215587,-0.1231,0.918,0.0264,1.018,-0.0007,1.000,-0.0394,0.973
XI,215587,220600,-0.1198,0.920,-0.0313,0.979,-0.1005,0.933,0.0083,1.006
XI,220600,225614,-0.1307,0.913,-0.0530,0.964,-0.0435,0.970,0.0644,1.046
XI,225614,230628,-0.0727,0.951,0.0008,1.001,0.0225,1.016,0.0716,1.051
XI,230628,235641,-0.6355,0.644,-0.3873,0.765,-0.4079,0.754,0.0282,1.020
XI,235641,240655,-0.0540,0.963,-0.0504,0.966,-0.0988,0.934,0.0222,1.015
XI,240655,245669,-0.2602,0.835,-0.1719,0.888,-0.1203,0.920,0.0643,1.046
XI,245669,250682,-0.2913,0.817,-0.1200,0.920,-0.1174,0.922,-0.0737,0.950
XI,250682,255696,-0.0014,0.999,0.0421,1.030,0.0929,1.067,-0.0005,1.000
XI,255696,260710,-0.1197,0.920,-0.0696,0.953,-0.0007,1.000,-0.0939,0.937
XI,260710,265723,-0.0513,0.965,0.0466,1.033,0.0998,1.072,-0.0628,0.957
XI,265723,270737,-0.2269,0.854,-0.1097,0.927,-0.1553,0.898,0.0053,1.004
XI,270737,275750,-0.0631,0.957,0.0161,1.011,0.0363,1.025,0.0516,1.036
XI,275750,280764,-0.2801,0.824,-0.1746,0.886,-0.2448,0.844,-0.0646,0.956
XI,280764,285778,-0.2913,0.817,-0.2152,0.861,-0.1869,0.879,0.0071,1.005
XI,285778,290791,-0.0268,0.982,0.0007,1.000,0.0853,1.061,-0.0092,0.994
XI,290791,295805,-0.1281,0.915,-0.0722,0.951,-0.0585,0.960,0.0587,1.042
XI,295805,300819,0.0031,1.002,-0.0306,0.979,0.0163,1.011,-0.0187,0.987
XI,300819,305832,0.1943,1.144,0.2592,1.197,0.3018,1.233,0.0312,1.022
XI,305832,310846,-0.2736,0.827,-0.1367,0.910,-0.2025,0.869,-0.0126,0.991
XI,310846,315860,-0.0221,0.985,-0.0511,0.965,-0.0633,0.957,-0.0239,0.984
XI,315860,320873,-0.0004,1.000,0.0504,1.036,0.1207,1.087,0.0000,1.000
XI,320873,325887,-0.4478,0.733,-0.2932,0.816,-0.2451,0.844,-0.0127,0.991
XI,325887,330901,-0.1319,0.913,-0.1032,0.931,0.0365,1.026,0.0366,1.026
XI,330901,335914,0.0036,1.002,0.0767,1.055,0.1891,1.140,-0.0501,0.966
XI,335914,340928,-0.0598,0.959,-0.0940,0.937,-0.0976,0.935,-0.0772,0.948
XI,340928,345942,-0.0039,0.997,-0.0013,0.999,0.0728,1.052,0.0528,1.037
XI,345942,350955,-0.1553,0.898,-0.1324,0.912,-0.0304,0.979,0.0444,1.031
XI,350955,355969,0.0061,1.004,0.0634,1.045,0.0125,1.009,-0.0225,0.985
XI,355969,360983,-0.0543,0.963,-0.0250,0.983,0.0070,1.005,0.0045,1.003
XI,360983,365996,0.0946,1.068,0.0860,1.061,0.0605,1.043,0.0371,1.026
XI,365996,371010,-0.0849,0.943,-0.0819,0.945,-0.0007,1.000,0.0482,1.034
XI,371010,376024,-0.0537,0.963,0.0218,1.015,-0.0007,1.000,0.0118,1.008
XI,376024,381037,0.0161,1.011,0.1261,1.091,0.0688,1.049,0.0345,1.024
XI,381037,386051,-0.0176,0.988,0.0152,1.011,0.1077,1.077,-0.0566,0.962
XI,386051,391065,0.0757,1.054,0.0681,1.048,0.0379,1.027,-0.0023,0.998
XI,391065,396078,-0.1124,0.925,0.0135,1.009,-0.0401,0.973,-0.0069,0.995
XI,396078,401092,0.1373,1.100,0.1414,1.103,0.1712,1.126,0.0222,1.015
XI,401092,406105,0.0612,1.043,0.1422,1.104,0.0593,1.042,-0.0505,0.966
XI,406105,411119,0.0271,1.019,0.0895,1.064,0.1242,1.090,0.0273,1.019
XI,411119,416133,-0.1359,0.910,0.0239,1.017,0.0328,1.023,-0.0094,0.994
XI,416133,421146,-0.0151,0.990,0.0771,1.055,0.1093,1.079,0.0730,1.052
XI,421146,426160,-0.1848,0.880,-0.0194,0.987,0.0329,1.023,0.0241,1.017
XI,426160,431174,0.0693,1.049,0.1017,1.073,0.2146,1.160,0.0294,1.021
XI,431174,436187,-0.2908,0.817,-0.1854,0.879,-0.1795,0.883,0.0337,1.024
XI,436187,441201,-0.0532,0.964,0.0474,1.033,0.1143,1.082,-0.0099,0.993
XI,441201,446215,-0.0529,0.964,0.0123,1.009,0.1373,1.100,0.0033,1.002
XI,446215,451228,-0.0518,0.965,0.0269,1.019,0.0788,1.056,0.0204,1.014
XI,451228,456242,-0.1369,0.909,-0.1301,0.914,-0.0793,0.947,0.0016,1.001
XI,456242,461256,-0.2562,0.837,-0.0846,0.943,-0.0931,0.938,0.0330,1.023
XI,461256,466269,-0.0091,0.994,-0.0035,0.998,0.0392,1.028,-0.0253,0.983
XI,466269,471283,-0.2406,0.846,-0.0715,0.952,-0.1216,0.919,0.0245,1.017
XI,471283,476297,-0.0421,0.971,0.0728,1.052,0.0497,1.035,-0.0303,0.979
XI,476297,481310,0.0901,1.064,0.1295,1.094,0.2382,1.180,0.0852,1.061
XI,481310,486324,-0.1080,0.928,0.0173,1.012,0.0849,1.061,0.0702,1.050
XI,486324,491338,0.0110,1.008,0.0410,1.029,-0.0168,0.988,-0.0183,0.987
XI,491338,496351,0.1225,1.089,0.1709,1.126,0.1486,1.108,0.1104,1.080
XI,496351,501365,0.0560,1.040,0.1108,1.080,0.1207,1.087,-0.0461,0.969
XI,501365,506379,-0.1952,0.873,-0.0074,0.995,0.0253,1.018,0.0868,1.062
XI,506379,511392,-0.0518,0.965,0.0210,1.015,0.0336,1.024,0.0710,1.050
XI,511392,516406,0.0098,1.007,0.0595,1.042,0.0563,1.040,-0.0767,0.948
XI,516406,521420,-0.3948,0.761,-0.2720,0.828,-0.3337,0.793,-0.0524,0.964
XI,521420,526433,-0.2630,0.833,-0.0686,0.954,-0.1336,0.912,-0.0774,0.948
XI,526433,531447,-0.1003,0.933,-0.0409,0.972,-0.0279,0.981,0.0320,1.022
XI,531447,536460,0.1470,1.107,0.1991,1.148,0.1267,1.092,-0.0532,0.964
XI,536460,541474,-0.1343,0.911,0.0246,1.017,0.0170,1.012,0.0818,1.058
XI,541474,546488,-0.1968,0.872,-0.1674,0.890,-0.1050,0.930,-0.0439,0.970
XI,546488,551501,-0.1514,0.900,-0.0854,0.943,-0.0640,0.957,0.0034,1.002
XI,551501,556515,-0.0904,0.939,0.0493,1.035,-0.0159,0.989,-0.0116,0.992
XI,556515,561529,-0.1540,0.899,-0.0970,0.935,-0.1466,0.903,-0.0407,0.972
XI,561529,566542,0.0424,1.030,0.0425,1.030,0.0373,1.026,-0.0074,0.995
XI,566542,571556,0.0270,1.019,-0.0035,0.998,-0.1145,0.924,-0.0356,0.976
XI,571556,576570,0.0968,1.069,0.1011,1.073,0.0573,1.041,0.0357,1.025
XI,576570,581583,-0.0745,0.950,-0.0594,0.960,-0.2113,0.864,-0.0880,0.941
XI,581583,586597,0.0807,1.058,0.0728,1.052,-0.0146,0.990,-0.0401,0.973
XI,586597,591611,0.2819,1.216,0.2298,1.173,0.1694,1.125,0.0525,1.037
XI,591611,596624,0.1007,1.072,0.0640,1.045,-0.0007,1.000,-0.0762,0.949
XI,596624,601638,0.1533,1.112,0.0752,1.054,0.1150,1.083,-0.0476,0.968
XI,601638,606652,0.2145,1.160,0.1587,1.116,0.1150,1.083,0.0009,1.001
XI,606652,611665,-0.0784,0.947,-0.1202,0.920,-0.1056,0.929,-0.0575,0.961
XI,611665,616679,-0.3691,0.774,-0.4576,0.728,-0.3420,0.789,0.0763,1.054
XI,616679,621693,-0.0366,0.975,-0.0631,0.957,0.0321,1.022,0.0718,1.051
XI,621693,626706,-0.0269,0.982,-0.1449,0.904,-0.0671,0.955,0.1016,1.073
XI,626706,631720,0.1227,1.089,-0.0343,0.977,-0.0309,0.979,0.0252,1.018
XI,631720,636734,0.2254,1.169,-0.0162,0.989,0.1028,1.074,-0.0121,0.992
XI,636734,641747,0.2531,1.192,0.0063,1.004,0.0140,1.010,0.0412,1.029
XI,641747,646761,0.0288,1.020,-0.0403,0.972,-0.2123,0.863,0.0221,1.015
XI,646761,651775,0.6785,1.600,0.4156,1.334,0.4029,1.322,-0.0994,0.933
XI,651775,656788,-2.7836,0.145,-2.3129,0.201,-2.7895,0.145,-1.8835,0.271
XI,656788,661802,0.3470,1.272,0.1432,1.104,-0.0136,0.991,0.0465,1.033
XI,661802,666816,0.7864,1.725,0.5891,1.504,0.2024,1.151,0.0544,1.038
XII,0,4991,0.4999,1.414,0.6827,1.605,0.1804,1.133,0.4278,1.345
XII,4991,9983,0.5998,1.516,0.6499,1.569,0.2772,1.212,0.4662,1.381
XII,9983,14974,0.6749,1.596,0.4838,1.398,0.1017,1.073,0.1908,1.141
XII,14974,19966,0.0730,1.052,0.0373,1.026,-0.0989,0.934,0.0247,1.017
XII,19966,24957,0.2031,1.151,-0.0050,0.997,-0.0455,0.969,-0.1117,0.925
XII,24957,29949,0.1315,1.095,-0.1199,0.920,-0.0675,0.954,0.1457,1.106
XII,29949,34940,0.1113,1.080,-0.0416,0.972,0.0129,1.009,0.0995,1.071
XII,34940,39932,0.0564,1.040,-0.0907,0.939,-0.0472,0.968,-0.0165,0.989
XII,39932,44924,-1.8476,0.278,-1.8878,0.270,-1.9736,0.255,-1.6597,0.317
XII,44924,49915,-0.6518,0.637,-0.8153,0.568,-0.7688,0.587,-0.4666,0.724
XII,49915,54907,0.4428,1.359,0.1497,1.109,0.2403,1.181,0.0199,1.014
XII,54907,59898,0.1626,1.119,0.0866,1.062,0.0922,1.066,0.0617,1.044
XII,59898,64890,0.1263,1.092,0.0397,1.028,0.0548,1.039,-0.0622,0.958
XII,64890,69881,0.2434,1.184,0.1301,1.094,0.1424,1.104,-0.0404,0.972
XII,69881,74873,0.0925,1.066,-0.0088,0.994,0.0200,1.014,-0.1287,0.915
XII,74873,79864,0.2235,1.168,0.1006,1.072,0.1669,1.123,-0.1023,0.932
XII,79864,84856,-0.2526,0.839,-0.1882,0.878,-0.2551,0.838,0.0000,1.000
XII,84856,89848,-0.0101,0.993,-0.0355,0.976,-0.0720,0.951,0.0224,1.016
XII,89848,94839,0.1662,1.122,0.0519,1.037,0.0494,1.035,-0.0045,0.997
XII,94839,99831,-0.0640,0.957,-0.1064,0.929,0.0217,1.015,0.0444,1.031
XII,99831,104822,-0.1894,0.877,-0.1292,0.914,-0.1827,0.881,0.0233,1.016
XII,104822,109814,-0.1551,0.898,-0.1546,0.898,-0.0338,0.977,-0.0344,0.976
XII,109814,114805,-0.2897,0.818,-0.1129,0.925,-0.1875,0.878,0.0788,1.056
XII,114805,119797,-2.0833,0.236,-1.8429,0.279,-2.1092,0.232,-1.5955,0.331
XII,119797,124789,-0.6866,0.621,-0.6596,0.633,-0.5821,0.668,-0.5130,0.701
